outcome,lasso,ridge,elastic_net
firearm_death_rate_2024,0.0,-0.041091254598049604,-0.019066162299204957
firearm_homicide_rate_2024,0.0,0.00035232126613758425,0.0
firearm_suicide_rate_2024,-0.11280579912236023,-0.14070806856191392,-0.13038333512582456
adult_obesity_pct_2024,0.07354353753853907,0.09612502989389954,0.10016398079362349
literacy_avg_score,-0.0193767914427697,-0.05678882496061459,-0.04881238863117286
numeracy_avg_score,-0.003256604263595037,-0.046955020117474475,-0.029894634248917747
imprisonment_rate_2023_all_ages,0.0,0.05288356810761011,0.02493441620769456
