variable,VIF
poverty_pct,10.771262092921225
median_household_income,8.0082073275151
less_than_hs_pct,6.785088749257742
pct_black,3.3107811597677963
pct_hispanic,3.1923952803433617
religiously_affiliated_pct,2.8834673671947604
unemployment_pct,2.852310327725734
population_density,2.5846399494483365
uninsured_pct,2.4007078377500792
median_age,1.9156649716204344
